file,dial,category
Ses02F_impro04_F011," It's just really hard.  I feel like their starting to get like a personal prejudice against me.  You know what I mean?  Like it's like suddenly it starts to feel like it's just you that they say no to and it's not that they're not taking applications and it's not that they're not hiring people, it's just you particularly they have some particular reason for just hating you.  You know?",1
Ses05F_impro06_M016, Of course.,1
Ses02F_script01_1_F016, Why?,1
Ses02F_script01_3_M029," I got this idea watching them go down.  Everything was being destroyed, see, but it seemed that there was one new thing being made.  A sort of responsibility.  Man for man.",1
Ses03M_impro06_M022, He's supposed to be my best friend.,1
Ses02M_impro06_M023, Thank you.,1
Ses03M_script01_1_M036, I've given it three years of thought and I thought that if I waited then dad would forget about Larry and then we could have a regular wedding and everything happy.,1
Ses03M_script01_3_M038," It seemed to make a sucker out of a lot of guys.  I felt wrong to be alive.  I felt wrong to have that new checkbook,",1
Ses02F_script01_1_M004, No.  I thought it was best to leave him alone.,1
Ses02M_script01_3_M034," I mean, you can take those things out of a war, but when you drive that car, you've gotta realize that it came out of the love a man can have for a man.  You've gotta be a little better because of it.",1
Ses04F_impro02_F024, Fine.,1
Ses03F_impro06_M010, Some people.,1
Ses05F_script01_1_F030," No, I don't want a diagram, but, Chris, your father thinks Larry's coming back.",1
Ses05F_impro04_F016," Where am I supposed to go?  I mean, like what?",1
Ses03M_script01_1_M025, Because other people will suffer.,1
Ses05F_impro04_F029, I don't know.,1
Ses04M_impro02_F031, I can't do it.,1
Ses04F_script01_2_F017," Believe with me, Joe.  I can't stand alone.",1
Ses04M_impro06_F019," I mean, as- as cliche as it is, as long as people who loved him remember him, then it's not a waste, you know.",1
Ses02M_script01_1_F005, He cried hard?,1
Ses03M_script02_2_M035, I'm trying to do the best I can.,1
Ses02F_impro02_M001, What--what're we gonna do here?  I can't--I can't do this by myself.  I--,1
Ses01M_script01_2_F012," Believe with me Joe, you got to believe. Only last week a boy came back missing longer then Larry you read it yourself.",1
Ses03M_script01_1_F005, He cried hard?,1
Ses02F_script02_2_F035, I didn't say that.,1
Ses02F_script02_2_M035," I know, me neither.",1
Ses03F_script01_3_M038, And I came back here and it was incredible. There was no meaning in that here. The whole thing to them was a bus accident.,1
Ses01M_impro06_M026, For like eight years.,1
Ses04F_script01_3_M034," And I got this idea watching them go down.  Everything was being destroyed see, but it seemed to me that there was one new thing that was made",1
Ses03M_impro06_M032, He is the greatest...everyone liked him.,1
Ses01M_impro06_M015, It's just really weird because he was really young you know and it kind of like...,1
Ses02F_script01_1_F014," To you it is and to me, but not to him.  I mean, you can talk yourself blue in the face, but he--there's no body and no grave so where are you?",1
Ses03M_impro06_M013, And the car that he hit was his family.,1
Ses04F_impro02_M012, I mean we can't-we're not a complete family without you here.,1
Ses03F_impro02_F016," I know, but look, I have to take this. I mean, if I don't, I mean, I could get fired.",1
Ses03M_impro02_M024, Honey after a year I can be back.,1
Ses03M_script03_1_F018, That's serious enough.,1
Ses01M_impro06_M025, Umm...,1
Ses05M_script01_1_M006, I guess he is.,1
Ses05M_script01_3_M030," I mean that exactly, anymore selfish -- just a little bit more selfish and they would have been here today. And it gave me an idea as I was watching them all go down.",1
Ses02F_script01_3_M003, Oh.,1
Ses02F_script01_1_F005, He cried hard?,1
Ses04F_impro02_F000, Yeah.  They just called.,1
Ses03F_impro02_F026," No, I have to go.",1
Ses02F_script01_1_F039," Tell me, you'd leave the business?",1
Ses01M_script01_3_M023, I don't know.,1
Ses03F_script01_3_F030, How many?,1
Ses01M_impro06_F016, Mmhmm.,1
Ses03M_impro02_F036, You're smart.  You could go back to school--,1
Ses05F_script01_1_M005, I could hear him right through the floor of my room.,1
Ses04M_impro06_F016," Seems like if the whole world's sad, then it's okay for you to be.",1
Ses02M_script01_3_M023, I don't know how to start.,1
Ses05M_script01_3_F023, How many?,1
Ses03M_script02_2_M034, No.  I know.  Me neither.,1
Ses04M_script01_3_M032," There was no meaning in it here.  The whole thing to them was some sort of bus accident.  Then I went to work for dad and that whole rat race again.  I felt, what you said, ashamed somehow",1
Ses05M_script01_2_F016, Just don't stop believing.,1
Ses02M_impro06_M017," just makes it that much harder to deal 'cause as much as you want to, you know, make her better, see her not in any pain, it's like, just I don't know, just has a mind of its own.",1
Ses04F_script01_3_F019," No.  What is it Chris, your mother?",1
Ses01M_script02_2_M042, I'm doing the best I can.,1
Ses03M_impro06_M007, Yeah.,1
Ses03M_impro06_F007, What happened?  What went wrong?,1
Ses04M_script01_3_F021," Yeah, sure.",1
Ses01M_script01_3_M041, I want you to know Annie.,1
Ses03F_impro02_M023," What am I supposed--oh, one out of five people aren't coming back.",1
Ses03M_impro02_F022," and watch our child grow, see her take her first steps, her first words.",1
Ses01M_script01_3_M027, Pretty much all.,1
Ses03F_impro04_F015," I don't know. I don't know anything other than this, though, is the problem. This is my life. This is what I built everything about, you know.",1
Ses03M_impro02_F016, I can't do this.,1
Ses01M_script01_3_M011, I'm sorry I don't really have much of an imagination.,1
Ses03M_impro06_M027, What the...what am I doing?,1
Ses04M_impro06_M014, I don't know what to do.,1
Ses05F_impro06_F017," Yeah, I'm just going to miss him.",1
Ses02F_impro02_F009, You can just remember it for me.,1
Ses05F_impro06_M001," Oh no, I'm so sorry. What happened?",1
Ses04F_impro02_M024," I don't know how else to leave it.  What, do you want me to lie to you?",1
Ses05M_impro06_F006, You guys have been-,1
Ses03F_impro06_F034," I never told him, I love you, but-",1
Ses02F_impro06_F000," Um, Johnny died yesterday.",1
Ses04M_impro06_M017, Yeah.,1
Ses02F_script01_3_M005," The trouble is, I planned on sort of sneaking up on you over a period of a week or so.  But, they take it for granted that we're all set.",1
Ses03M_script01_3_M029, Just about all.,1
Ses01M_impro06_F003, I'm sorry to hear that.,1
Ses03M_impro06_M009, And he just took it overboard.,1
Ses03M_impro02_M018, What am I supposed to do?,1
Ses05F_impro06_F021," It's really bizarre, you know, when you know somebody really well, and then...",1
Ses01M_script01_3_M034," I thought I would change everything you know, and I got back here and it was- it was like nothing had changed at all...",1
Ses02M_script01_3_F018," No.  What is it, Chris. Your mother?",1
Ses05M_impro06_M000, I just got some bad news.,1
Ses03M_script01_3_M040," cause you can take those things out of the war.  But you got to know, when you drive that car that it came out of the love that a man can have for a man and you got to be a little bit better because of that.",1
Ses01M_script01_1_F005, Cried hard?,1
Ses04F_script01_3_M045, I guess that included you.,1
Ses05F_script01_3_M029," I know that- that's not a big thing, but it's just the kind of guys I had. They didn't die. They- They killed themselves for each other.",1
Ses01M_script01_1_M004, No.  I figured I'd just let it wait.,1
Ses03M_impro06_M017," -do I miss him or do I hate him, you know?",1
Ses03M_script01_3_F032, Cause you must not feel that way again.  You hear me?  You can't.  You deserve everything you have Chris.,1
Ses02F_script01_3_M023," It's all mixed up with so many other things.  You remember overseas, I was in command of a company?",1
Ses01M_impro02_M013, I guess you're just going to have to have it without me.,1
Ses03F_impro02_M014, I have to work.,1
Ses04M_script01_3_F004, You saw that and then you've been kind of--,1
Ses04F_script01_1_F004, Did you talk to him?,1
Ses02F_impro06_F011, I'm gonna forget him.,1
Ses03F_impro02_M008, Amy's starting school in a month.,1
Ses05F_script01_3_M039," I I want you now, Annie.",1
Ses02F_script01_3_M028," They didn't die, they killed themselves for each other.  I mean that exactly.  A little more selfish and they'd have been here today.",1
Ses05M_script01_1_M000, He saw it.,1
Ses03M_script01_1_M000, He saw it.,1
Ses02F_script01_1_F008, He's getting just like after he died.  What is the meaning of that?,1
Ses02M_script01_1_F006," What was he doing out here at that hour? He's dreaming about him again, he's walking around at night.",1
Ses02F_impro04_F005, I just keep getting rejected.  I just keep getting rejected over and over and over again and it starts to make you feel like there must be something wrong with you that you can't get a job.,1
Ses02M_impro05_M009, It's worth a lot.,1
Ses05F_script01_3_F020, It wouldn't work like this.,1
Ses04F_script01_3_M026, There's so many things mixed up.,1
Ses02F_script01_1_M005, I could hear him right through the floor of my room.,1
Ses05F_script01_3_F022, how many?,1
Ses01M_impro02_F015, It's not the same though.,1
Ses04M_script01_3_F007," From her point of view, why else would I come?",1
Ses04F_impro02_F009, And now- and now it's really shitty timing but now I have to go.,1
Ses05M_script01_1_M014," Sit down, mom.  I want to talk to you.",1
Ses04F_script01_3_M044, Otherwise what you have is really just loot and there's blood on it.  I didn't want to take any of it.,1
Ses05F_script03_1_F020," Well, that's rather serious, isn't it?",1
Ses03F_impro04_F023," Yeah, I guess I could.",1
Ses02M_script01_1_M035," If I can't do that here well, then I'll have to get out.",1
Ses05M_script01_3_F020, You have to tell me.,1
Ses02M_impro04_M010," Yea, it says I'm stupid enough to be trying this long and not move on somewhere else.",1
Ses05M_script02_2_M030, I'm trying the best I can.,1
Ses05F_script01_3_F011, I almost got married two years ago.,1
Ses05F_script01_3_M035," It was all like some kind of bus accident to them.  I went back to work with my dad, in that whole rat race again.",1
Ses02M_impro02_F013," Our baby needs a dad; you can't leave. Okay, you can't disappear.",1
Ses02M_script01_3_M025," Well, I lost them.",1
Ses04F_script01_1_F020, Well you want to make sure that father isn't going to-,1
Ses03F_script01_3_M041," Otherwise, what you have here is loot; and there's blood on it.",1
Ses01M_script01_1_M016, You know.,1
Ses04F_impro06_M008, Yeah.,1
Ses05F_script02_2_F017, I rather not remember some things.  I rather not hope for some things.,1
Ses05M_script01_2_F013," Believe with me, Joe.  I can't stand alone.",1
Ses05F_script01_1_F032, Give it some more thought.,1
Ses04F_script01_3_M032, I put them in my pocket. that's only a little thing but these are the kind of guys I had.,1
Ses02M_impro06_F014," It's going to be okay, I promise.",1
Ses05M_script01_1_M001, He was out here when it broke.,1
Ses02M_script03_2_M025, I imagine you let him kiss you good deal more then.,1
Ses03F_impro04_F018," I just, I need a break. I need something to break me out.",1
Ses02M_impro06_F004," It's going to be so rough, I'm sorry.",1
Ses01M_impro02_M001, I have to go back.,1
Ses03M_script01_3_M014," Then he's gone forever, you sure?",1
Ses05F_impro06_M021, yeah.,1
Ses01M_script01_3_F027," 'Cause you mustn't feel that way.  Everything you have, you have a right to...",1
Ses02M_impro06_F012, Even if you still do she'll- she'll be there.,1
Ses03F_impro06_M013, We need more people like him.,1
Ses05F_impro06_F013," It must be really, really hard to lose a child.",1
Ses01F_script03_1_F018," Well that's serious enough, isn't it?",1
Ses05F_script02_2_F024, I want something to turn out the way it is suppose to turn out.,1
Ses03M_script01_1_F046, Yeah.  I can see that.,1
Ses02F_script02_2_F029, This.  What?  What is this?  This isn't even anything.,1
Ses01M_impro06_M022," He was a really, really good guy.",1
Ses05F_script03_1_F017," Well, shall we always want to bicker and fight?",1
Ses01M_script01_3_M040, I felt ashamed and I didn't want any part of it.  I guess I included you too.,1
Ses02M_script01_3_F020, You've gotta tell me.,1
Ses01F_impro06_F022, She used to have these poetry parties on Memorial Day.,1
Ses03M_script01_3_M028, Well I lost them.,1
Ses05F_impro02_M040," I don't Okay.  Okay, we can do this.  We can do this.  It's okay.  We'll make it work.",1
Ses03M_script02_2_F005, It's just...,1
Ses05M_script01_1b_F000, What's he going to say?  Maybe we ought to tell him before he sees it.,1
Ses05M_impro06_M001," My friend, Shotty, passed away.",1
Ses05F_script02_2_M016," Wait a minute, I got it.",2
Ses03F_script01_3_M004, What?,2
Ses02F_impro08_M018, All right.  So we're confirmed then or do you--All right.,2
